IdJuego,IdUsuario,Nombre
20,46,Jamal Esmeralda Rossi Smith12
25,47,Emeka Jin Soo Al-Mansouri Cohen13
16,47,Emeka Jin Soo Al-Mansouri Cohen14
65,47,Emeka Jin Soo Al-Mansouri Cohen15
38,47,Emeka Jin Soo Al-Mansouri Cohen16
30,47,Emeka Jin Soo Al-Mansouri Cohen17
86,47,Emeka Jin Soo Al-Mansouri Cohen18
62,48,Aisha López19
82,48,Aisha López20
68,48,Aisha López21
46,48,Aisha López22
79,48,Aisha López23
54,49,Esmeralda Gisele Lee Brown1
67,49,Esmeralda Gisele Lee Brown2
30,49,Esmeralda Gisele Lee Brown3
74,49,Esmeralda Gisele Lee Brown4
76,49,Esmeralda Gisele Lee Brown5
64,49,Esmeralda Gisele Lee Brown6
72,50,Adjoa Pérez Silva7
29,50,Adjoa Pérez Silva8
8,50,Adjoa Pérez Silva9
25,50,Adjoa Pérez Silva10
56,50,Adjoa Pérez Silva11
77,50,Adjoa Pérez Silva12
50,50,Adjoa Pérez Silva13
49,51,Yasin Jamal García14
52,51,Yasin Jamal García15
84,51,Yasin Jamal García16
75,51,Yasin Jamal García17
3,51,Yasin Jamal García18
13,51,Yasin Jamal García19
73,51,Yasin Jamal García20
11,52,Fatima Mueller Rossi21
48,52,Fatima Mueller Rossi22
73,52,Fatima Mueller Rossi23
66,52,Fatima Mueller Rossi1
65,52,Fatima Mueller Rossi2
85,52,Fatima Mueller Rossi3
76,52,Fatima Mueller Rossi4
50,52,Fatima Mueller Rossi5
15,52,Fatima Mueller Rossi6
2,53,Jin Soo Chandra Sokolov7
56,53,Jin Soo Chandra Sokolov8
53,53,Jin Soo Chandra Sokolov9
41,53,Jin Soo Chandra Sokolov10
3,53,Jin Soo Chandra Sokolov11
24,53,Jin Soo Chandra Sokolov12
72,54,Jin Soo Hiroshi Singh Santos13
62,54,Jin Soo Hiroshi Singh Santos14
65,54,Jin Soo Hiroshi Singh Santos15
29,54,Jin Soo Hiroshi Singh Santos16
17,54,Jin Soo Hiroshi Singh Santos17
69,54,Jin Soo Hiroshi Singh Santos18
50,54,Jin Soo Hiroshi Singh Santos19
4,55,Fatima Youssef Bakker González20
46,55,Fatima Youssef Bakker González21
83,55,Fatima Youssef Bakker González22
29,55,Fatima Youssef Bakker González23
34,55,Fatima Youssef Bakker González1
31,56,Katarina Kim Singh2
87,56,Katarina Kim Singh3
24,56,Katarina Kim Singh4
44,56,Katarina Kim Singh5
9,56,Katarina Kim Singh6
75,56,Katarina Kim Singh7
29,57,Adjoa Juan Suleiman Wojciechowski8
84,57,Adjoa Juan Suleiman Wojciechowski9
13,57,Adjoa Juan Suleiman Wojciechowski10
17,57,Adjoa Juan Suleiman Wojciechowski11
41,57,Adjoa Juan Suleiman Wojciechowski12
10,57,Adjoa Juan Suleiman Wojciechowski13
55,58,Emeka Al-Mansouri14
20,58,Emeka Al-Mansouri15
67,58,Emeka Al-Mansouri16
24,58,Emeka Al-Mansouri17
57,59,Abdul Natalya González Adichie18
56,59,Abdul Natalya González Adichie19
1,59,Abdul Natalya González Adichie20
31,59,Abdul Natalya González Adichie21
70,59,Abdul Natalya González Adichie22
59,59,Abdul Natalya González Adichie23
21,60,Katarina Papadakis1
55,60,Katarina Papadakis2
87,60,Katarina Papadakis3
7,60,Katarina Papadakis4
86,60,Katarina Papadakis5
65,60,Katarina Papadakis6
77,60,Katarina Papadakis7
72,61,Antonio García Andersson8
35,61,Antonio García Andersson9
42,61,Antonio García Andersson10
45,61,Antonio García Andersson11
5,61,Antonio García Andersson12
48,61,Antonio García Andersson13
34,61,Antonio García Andersson14
47,62,Adjoa Sven García15
34,62,Adjoa Sven García16
33,62,Adjoa Sven García17
30,62,Adjoa Sven García18
54,62,Adjoa Sven García19
50,62,Adjoa Sven García20
60,63,Ebru Kovács Müller21
65,63,Ebru Kovács Müller22
24,63,Ebru Kovács Müller23
36,63,Ebru Kovács Müller1
81,63,Ebru Kovács Müller2
80,64,María Lee Fernandez3
55,64,María Lee Fernandez4
67,64,María Lee Fernandez5
47,64,María Lee Fernandez6
6,64,María Lee Fernandez7
43,65,María Patel8
86,65,María Patel9
70,65,María Patel10
79,65,María Patel11
29,65,María Patel12
65,66,Lucia Suleiman García13
32,66,Lucia Suleiman García14
60,66,Lucia Suleiman García15
29,66,Lucia Suleiman García16
80,66,Lucia Suleiman García17
2,66,Lucia Suleiman García18
66,66,Lucia Suleiman García19
75,66,Lucia Suleiman García20
25,66,Lucia Suleiman García21
25,67,Jamal Ayana Cohen Rahman22
43,67,Jamal Ayana Cohen Rahman23
31,67,Jamal Ayana Cohen Rahman1
6,67,Jamal Ayana Cohen Rahman2
45,67,Jamal Ayana Cohen Rahman3
73,67,Jamal Ayana Cohen Rahman4
66,67,Jamal Ayana Cohen Rahman5
42,67,Jamal Ayana Cohen Rahman6
22,67,Jamal Ayana Cohen Rahman7
10,67,Jamal Ayana Cohen Rahman8
72,68,Leila Dubois González9
13,68,Leila Dubois González10
8,68,Leila Dubois González11
60,68,Leila Dubois González12
59,68,Leila Dubois González13
17,68,Leila Dubois González14
73,68,Leila Dubois González15
79,69,Ebru Kwiatkowski Adichie16
17,69,Ebru Kwiatkowski Adichie17
58,69,Ebru Kwiatkowski Adichie18
56,69,Ebru Kwiatkowski Adichie19
61,69,Ebru Kwiatkowski Adichie20
49,69,Ebru Kwiatkowski Adichie21
33,70,Tariq Silva Kim22
53,70,Tariq Silva Kim23
28,70,Tariq Silva Kim1
26,70,Tariq Silva Kim2
51,70,Tariq Silva Kim3
25,70,Tariq Silva Kim4
56,70,Tariq Silva Kim5
86,70,Tariq Silva Kim6
57,71,Youssef Tariq Wojciechowski Alves7
63,71,Youssef Tariq Wojciechowski Alves8
45,71,Youssef Tariq Wojciechowski Alves9
66,71,Youssef Tariq Wojciechowski Alves10
3,71,Youssef Tariq Wojciechowski Alves11
51,71,Youssef Tariq Wojciechowski Alves12
33,72,Leila López Kovács13
40,72,Leila López Kovács14
78,72,Leila López Kovács15
27,72,Leila López Kovács16
83,72,Leila López Kovács17
72,73,Antonio Natalya Ito18
80,73,Antonio Natalya Ito19
18,73,Antonio Natalya Ito20
28,73,Antonio Natalya Ito21
59,73,Antonio Natalya Ito22
73,73,Antonio Natalya Ito23
77,73,Antonio Natalya Ito1
39,74,Gisele Zhang Lee2
24,74,Gisele Zhang Lee3
44,74,Gisele Zhang Lee4
7,74,Gisele Zhang Lee5
71,74,Gisele Zhang Lee6
73,74,Gisele Zhang Lee7
65,74,Gisele Zhang Lee8
47,75,Youssef Rodriguez Lee9
45,75,Youssef Rodriguez Lee10
11,75,Youssef Rodriguez Lee11
50,75,Youssef Rodriguez Lee12
51,75,Youssef Rodriguez Lee13
46,75,Youssef Rodriguez Lee14
87,76,Emeka Ayana Rossi Costa15
6,76,Emeka Ayana Rossi Costa16
2,76,Emeka Ayana Rossi Costa17
29,76,Emeka Ayana Rossi Costa18
83,76,Emeka Ayana Rossi Costa19
78,76,Emeka Ayana Rossi Costa20
76,76,Emeka Ayana Rossi Costa21
26,76,Emeka Ayana Rossi Costa22
38,76,Emeka Ayana Rossi Costa23
20,77,Malik Isabella Silva Fernandez1
29,77,Malik Isabella Silva Fernandez2
7,77,Malik Isabella Silva Fernandez3
34,77,Malik Isabella Silva Fernandez4
15,77,Malik Isabella Silva Fernandez5
64,77,Malik Isabella Silva Fernandez6
56,78,Natalya Malik Papadopoulos Cohen7
25,78,Natalya Malik Papadopoulos Cohen8
49,78,Natalya Malik Papadopoulos Cohen9
65,78,Natalya Malik Papadopoulos Cohen10
58,78,Natalya Malik Papadopoulos Cohen11
23,78,Natalya Malik Papadopoulos Cohen12
29,78,Natalya Malik Papadopoulos Cohen13
27,79,Ekaterina Ahmed Brown Lee14
9,79,Ekaterina Ahmed Brown Lee15
16,79,Ekaterina Ahmed Brown Lee16
82,79,Ekaterina Ahmed Brown Lee17
84,79,Ekaterina Ahmed Brown Lee18
50,80,Hiroshi Li Wei Andersson Fernandez19
49,80,Hiroshi Li Wei Andersson Fernandez20
17,80,Hiroshi Li Wei Andersson Fernandez21
42,80,Hiroshi Li Wei Andersson Fernandez22
16,80,Hiroshi Li Wei Andersson Fernandez23
24,81,Ahmed Sokolov1
65,81,Ahmed Sokolov2
82,81,Ahmed Sokolov3
54,81,Ahmed Sokolov4
1,81,Ahmed Sokolov5
72,81,Ahmed Sokolov6
75,81,Ahmed Sokolov7
68,82,Ahmed Patel Bakker8
62,82,Ahmed Patel Bakker9
58,82,Ahmed Patel Bakker10
36,82,Ahmed Patel Bakker11
56,82,Ahmed Patel Bakker12
78,82,Ahmed Patel Bakker13
70,83,Natalya Ahmed Sokolov Santos14
59,83,Natalya Ahmed Sokolov Santos15
73,83,Natalya Ahmed Sokolov Santos16
77,83,Natalya Ahmed Sokolov Santos17
58,83,Natalya Ahmed Sokolov Santos18
25,83,Natalya Ahmed Sokolov Santos19
1,83,Natalya Ahmed Sokolov Santos20
29,84,Yuki García López21
11,84,Yuki García López22
21,84,Yuki García López23
28,84,Yuki García López1
33,84,Yuki García López2
9,84,Yuki García López3
28,85,Svetlana Rodriguez Singh4
55,85,Svetlana Rodriguez Singh5
25,85,Svetlana Rodriguez Singh6
32,85,Svetlana Rodriguez Singh7
60,85,Svetlana Rodriguez Singh8
25,86,Jin Soo Jin Soo Patel Dubois9
68,86,Jin Soo Jin Soo Patel Dubois10
37,86,Jin Soo Jin Soo Patel Dubois11
84,86,Jin Soo Jin Soo Patel Dubois12
16,86,Jin Soo Jin Soo Patel Dubois13
33,86,Jin Soo Jin Soo Patel Dubois14
54,86,Jin Soo Jin Soo Patel Dubois15
37,87,Li Wei Ingrid Rahman Yamamoto16
58,87,Li Wei Ingrid Rahman Yamamoto17
2,87,Li Wei Ingrid Rahman Yamamoto18
51,87,Li Wei Ingrid Rahman Yamamoto19
72,87,Li Wei Ingrid Rahman Yamamoto20
78,87,Li Wei Ingrid Rahman Yamamoto21
62,87,Li Wei Ingrid Rahman Yamamoto22
20,87,Li Wei Ingrid Rahman Yamamoto23
41,87,Li Wei Ingrid Rahman Yamamoto1
52,88,Ekaterina Zhang Kim2
64,88,Ekaterina Zhang Kim3
77,88,Ekaterina Zhang Kim4
7,88,Ekaterina Zhang Kim5
68,88,Ekaterina Zhang Kim6
20,88,Ekaterina Zhang Kim7
46,88,Ekaterina Zhang Kim8
85,88,Ekaterina Zhang Kim9
60,89,Yasin Patel10
17,89,Yasin Patel11
48,89,Yasin Patel12
65,89,Yasin Patel13
40,89,Yasin Patel14
12,89,Yasin Patel15
39,89,Yasin Patel16
81,89,Yasin Patel17
43,89,Yasin Patel18
51,89,Yasin Patel19
31,90,Esmeralda Natalia Müller Suleiman20
11,90,Esmeralda Natalia Müller Suleiman21
37,90,Esmeralda Natalia Müller Suleiman22
35,90,Esmeralda Natalia Müller Suleiman23
68,90,Esmeralda Natalia Müller Suleiman1
32,90,Esmeralda Natalia Müller Suleiman2
60,91,Yuki Li Wei Ono3
10,91,Yuki Li Wei Ono4
33,91,Yuki Li Wei Ono5
49,91,Yuki Li Wei Ono6
4,91,Yuki Li Wei Ono7
76,91,Yuki Li Wei Ono8
86,91,Yuki Li Wei Ono9
30,91,Yuki Li Wei Ono10
77,92,Fatima Svetlana Fernandez Papadopoulos11
17,92,Fatima Svetlana Fernandez Papadopoulos12
82,92,Fatima Svetlana Fernandez Papadopoulos13
86,92,Fatima Svetlana Fernandez Papadopoulos14
3,92,Fatima Svetlana Fernandez Papadopoulos15
19,92,Fatima Svetlana Fernandez Papadopoulos16
13,93,Kwabena Kovács Ali17
47,93,Kwabena Kovács Ali18
7,93,Kwabena Kovács Ali19
3,93,Kwabena Kovács Ali20
16,93,Kwabena Kovács Ali21
34,93,Kwabena Kovács Ali22
49,93,Kwabena Kovács Ali23
10,93,Kwabena Kovács Ali1
16,94,Anwar Youssef González Kovács2
71,94,Anwar Youssef González Kovács3
8,94,Anwar Youssef González Kovács4
51,94,Anwar Youssef González Kovács5
38,94,Anwar Youssef González Kovács6
73,94,Anwar Youssef González Kovács7
85,94,Anwar Youssef González Kovács8
22,95,Svetlana Patel Patel9
19,95,Svetlana Patel Patel10
21,95,Svetlana Patel Patel11
80,95,Svetlana Patel Patel12
83,95,Svetlana Patel Patel13
13,95,Svetlana Patel Patel14
28,96,Natalia Sánchez Singh15
33,96,Natalia Sánchez Singh16
29,96,Natalia Sánchez Singh17
61,96,Natalia Sánchez Singh18
74,96,Natalia Sánchez Singh19
76,96,Natalia Sánchez Singh20
55,97,Leila Ebru Santos Khan21
23,97,Leila Ebru Santos Khan22
14,97,Leila Ebru Santos Khan23
13,97,Leila Ebru Santos Khan1
35,97,Leila Ebru Santos Khan2
59,97,Leila Ebru Santos Khan3
61,98,Jin Soo Abadi Rahman4
75,98,Jin Soo Abadi Rahman5
56,98,Jin Soo Abadi Rahman6
40,98,Jin Soo Abadi Rahman7
21,98,Jin Soo Abadi Rahman8
28,98,Jin Soo Abadi Rahman9
20,99,Natalya Ali10
25,99,Natalya Ali11
47,99,Natalya Ali12
19,99,Natalya Ali13
62,99,Natalya Ali14
76,99,Natalya Ali15
59,100,Yuki Svetlana Oliveira Adichie16
77,100,Yuki Svetlana Oliveira Adichie17
84,100,Yuki Svetlana Oliveira Adichie18
67,100,Yuki Svetlana Oliveira Adichie19
60,100,Yuki Svetlana Oliveira Adichie20
65,100,Yuki Svetlana Oliveira Adichie21
16,100,Yuki Svetlana Oliveira Adichie22
51,101,Sofia Leila Patel Fernández23
80,101,Sofia Leila Patel Fernández1
50,101,Sofia Leila Patel Fernández2
83,101,Sofia Leila Patel Fernández3
40,101,Sofia Leila Patel Fernández4
72,101,Sofia Leila Patel Fernández5
49,102,Yasin Ahmed Novak6
41,102,Yasin Ahmed Novak7
76,102,Yasin Ahmed Novak8
77,102,Yasin Ahmed Novak9
51,102,Yasin Ahmed Novak10
87,102,Yasin Ahmed Novak11
71,102,Yasin Ahmed Novak12
79,103,Katarina Gómez Sokolov13
48,103,Katarina Gómez Sokolov14
67,103,Katarina Gómez Sokolov15
68,103,Katarina Gómez Sokolov16
49,103,Katarina Gómez Sokolov17
36,103,Katarina Gómez Sokolov18
9,103,Katarina Gómez Sokolov19
1,103,Katarina Gómez Sokolov20
82,103,Katarina Gómez Sokolov21
51,103,Katarina Gómez Sokolov22
34,104,Ebru Yasin Kowalski23
31,104,Ebru Yasin Kowalski1
9,104,Ebru Yasin Kowalski2
85,104,Ebru Yasin Kowalski3
75,104,Ebru Yasin Kowalski4
76,104,Ebru Yasin Kowalski5
2,104,Ebru Yasin Kowalski6
1,105,Isabella Ito Alves7
10,105,Isabella Ito Alves8
58,105,Isabella Ito Alves9
32,105,Isabella Ito Alves10
8,105,Isabella Ito Alves11
31,105,Isabella Ito Alves12
51,106,Aisha Ahmed Lewis Ito13
59,106,Aisha Ahmed Lewis Ito14
80,106,Aisha Ahmed Lewis Ito15
86,106,Aisha Ahmed Lewis Ito16
31,106,Aisha Ahmed Lewis Ito17
46,106,Aisha Ahmed Lewis Ito18
60,106,Aisha Ahmed Lewis Ito19
48,107,Jin Soo Kwiatkowski Pérez20
11,107,Jin Soo Kwiatkowski Pérez21
62,107,Jin Soo Kwiatkowski Pérez22
31,107,Jin Soo Kwiatkowski Pérez23
50,107,Jin Soo Kwiatkowski Pérez1
57,108,Ebru Li Wei Müller Zhang2
67,108,Ebru Li Wei Müller Zhang3
79,108,Ebru Li Wei Müller Zhang4
63,108,Ebru Li Wei Müller Zhang5
5,108,Ebru Li Wei Müller Zhang6
55,109,Jin Soo Fernandez Rodriguez7
85,109,Jin Soo Fernandez Rodriguez8
51,109,Jin Soo Fernandez Rodriguez9
78,109,Jin Soo Fernandez Rodriguez10
