IdJuego,IdUsuario,FechaAgregado
34,56,2007-11-19
7,56,2019-12-08
31,56,2003-10-29
77,56,2010-11-09
7,57,2007-11-19
17,57,2019-12-08
26,57,2003-10-29
30,57,2019-10-25
87,58,2004-03-16
43,58,2007-11-19
39,58,2019-12-08
18,58,2003-10-29
31,58,2019-10-25
44,58,2010-11-09
64,59,2019-12-08
17,59,2003-10-29
43,59,2019-10-25
35,59,2010-11-09
74,60,2003-10-29
46,60,2019-10-25
35,60,2010-11-09
10,61,2019-12-08
42,61,2010-11-09
63,62,2019-12-08
41,62,2003-10-29
77,62,2010-11-09
22,63,2007-11-19
18,63,2019-12-08
11,63,2003-10-29
59,63,2019-10-25
54,63,2010-11-09
23,64,2007-11-19
64,64,2019-12-08
57,64,2003-10-29
43,64,2019-10-25
65,64,2010-11-09
83,65,2007-11-19
33,65,2019-12-08
20,65,2003-10-29
46,65,2019-10-25
67,65,2010-11-09
8,68,2019-12-08
29,68,2003-10-29
20,69,2007-11-19
67,69,2019-12-08
8,69,2019-10-25
66,69,2010-11-09
49,70,2010-11-09
67,71,2007-11-19
3,71,2019-12-08
50,71,2003-10-29
65,71,2019-10-25
28,72,2007-11-19
31,72,2019-12-08
83,72,2003-10-29
49,72,2019-10-25
23,72,2010-11-09
38,73,2007-11-19
81,73,2019-12-08
44,73,2019-10-25
83,74,2019-10-25
80,74,2010-11-09
26,75,2019-12-08
50,75,2003-10-29
56,75,2019-10-25
41,75,2010-11-09
72,77,2019-12-08
84,77,2003-10-29
10,77,2019-10-25
52,77,2010-11-09
82,78,2019-12-08
4,78,2019-10-25
59,78,2010-11-09
26,79,2007-11-19
84,79,2019-12-08
20,79,2003-10-29
83,79,2019-10-25
79,79,2010-11-09
54,80,2004-03-16
70,80,2019-12-08
79,80,2003-10-29
41,80,2019-10-25
57,80,2010-11-09
23,81,2003-10-29
18,81,2019-10-25
58,81,2010-11-09
4,82,2007-11-19
17,82,2003-10-29
48,82,2019-10-25
41,82,2010-11-09
9,83,2019-12-08
60,83,2003-10-29
67,83,2010-11-09
81,84,2007-11-19
67,84,2003-10-29
32,84,2019-10-25
9,84,2010-11-09
23,85,2007-11-19
30,85,2019-12-08
60,85,2003-10-29
27,85,2019-10-25
21,85,2010-11-09
3,86,2003-10-29
4,86,2019-10-25
11,88,2003-10-29
24,88,2019-10-25
21,90,2007-11-19
10,90,2019-12-08
57,90,2019-10-25
24,90,2010-11-09
22,92,2007-11-19
14,92,2019-12-08
57,92,2019-10-25
84,92,2010-11-09
43,94,2007-11-19
4,94,2003-10-29
34,95,2007-11-19
24,95,2019-12-08
54,95,2003-10-29
77,95,2010-11-09
65,96,2004-03-16
48,96,2019-12-08
27,96,2003-10-29
38,96,2019-10-25
23,97,2019-12-08
12,97,2003-10-29
44,97,2019-10-25
47,97,2010-11-09
74,98,2019-12-08
34,98,2003-10-29
83,98,2019-10-25
48,98,2010-11-09
11,99,2019-12-08
62,99,2003-10-29
33,99,2019-10-25
56,100,2003-10-29
15,100,2010-11-09
53,101,2007-11-19
2,101,2003-10-29
64,101,2019-10-25
46,101,2010-11-09
47,102,2003-10-29
38,102,2019-10-25
65,102,2010-11-09
20,104,2007-11-19
19,104,2019-10-25
38,104,2010-11-09
65,105,2019-12-08
75,105,2003-10-29
80,105,2019-10-25
22,105,2010-11-09
41,106,2003-10-29
42,106,2019-10-25
26,107,2019-12-08
63,107,2003-10-29
37,107,2019-10-25
21,107,2010-11-09
18,108,2007-11-19
64,108,2019-12-08
39,108,2003-10-29
58,108,2019-10-25
36,108,2010-11-09
74,109,2010-11-09
63,110,2007-11-19
66,110,2019-12-08
67,110,2003-10-29
29,110,2019-10-25
16,113,2019-12-08
64,113,2003-10-29
11,113,2019-10-25
78,116,2003-10-29
67,116,2019-10-25
72,116,2010-11-09
20,117,2019-12-08
53,117,2019-10-25
65,117,2010-11-09
60,118,2019-12-08
79,118,2003-10-29
24,118,2019-10-25
59,118,2010-11-09
63,120,2019-12-08
35,120,2003-10-29
49,120,2019-10-25
76,120,2010-11-09
13,121,2007-11-19
47,121,2019-12-08
34,121,2003-10-29
84,121,2019-10-25
39,121,2010-11-09
68,122,2007-11-19
17,122,2019-12-08
35,122,2003-10-29
62,122,2019-10-25
71,122,2010-11-09
37,123,2007-11-19
24,123,2019-12-08
11,123,2003-10-29
42,123,2019-10-25
38,123,2010-11-09
15,126,2004-03-16
59,126,2019-12-08
70,126,2003-10-29
62,126,2019-10-25
51,126,2010-11-09
18,127,2019-12-08
72,127,2003-10-29
46,127,2010-11-09
14,128,2007-11-19
52,128,2019-12-08
41,128,2003-10-29
29,128,2019-10-25
21,128,2010-11-09
32,129,2019-12-08
4,129,2003-10-29
10,129,2019-10-25
3,129,2010-11-09
45,130,2003-10-29
36,130,2019-10-25
5,130,2010-11-09
8,131,2019-12-08
21,131,2003-10-29
54,132,2003-10-29
53,133,2010-11-09
64,135,2019-10-25
37,135,2010-11-09
50,136,2007-11-19
13,136,2019-12-08
28,136,2003-10-29
49,136,2019-10-25
67,136,2010-11-09
34,137,2019-10-25
84,137,2010-11-09
18,138,2007-11-19
72,138,2019-12-08
54,138,2003-10-29
17,138,2010-11-09
14,139,2007-11-19
80,139,2019-12-08
69,139,2003-10-29
81,139,2019-10-25
49,140,2004-03-16
19,140,2007-11-19
40,140,2019-10-25
14,140,2010-11-09
4,141,2007-11-19
32,141,2019-12-08
73,141,2003-10-29
15,141,2010-11-09
84,142,2004-03-16
40,142,2007-11-19
25,142,2019-12-08
83,142,2019-10-25
8,142,2010-11-09
21,145,2019-10-25
52,145,2010-11-09
42,146,2007-11-19
35,146,2003-10-29
5,146,2019-10-25
56,146,2010-11-09
65,147,2007-11-19
39,147,2019-12-08
12,147,2003-10-29
48,148,2019-12-08
37,148,2003-10-29
75,148,2019-10-25
10,148,2010-11-09
41,149,2007-11-19
70,149,2003-10-29
40,149,2019-10-25
66,149,2010-11-09
4,150,2019-12-08
10,151,2003-10-29
35,151,2019-10-25
34,151,2010-11-09
37,153,2003-10-29
27,154,2019-12-08
39,154,2003-10-29
87,154,2019-10-25
38,155,2019-12-08
81,155,2003-10-29
30,155,2019-10-25
15,155,2010-11-09
85,157,2019-12-08
3,157,2003-10-29
58,157,2019-10-25
68,157,2010-11-09
21,158,2004-03-16
82,158,2019-12-08
41,158,2003-10-29
78,158,2019-10-25
19,158,2010-11-09
60,159,2007-11-19
17,159,2019-12-08
83,159,2003-10-29
13,159,2019-10-25
34,159,2010-11-09
16,160,2007-11-19
36,160,2019-12-08
48,160,2019-10-25
29,160,2010-11-09
48,161,2007-11-19
26,161,2003-10-29
59,161,2019-10-25
7,161,2010-11-09
81,162,2003-10-29
4,162,2019-10-25
9,162,2010-11-09
26,163,2019-12-08
8,163,2003-10-29
47,163,2019-10-25
12,163,2010-11-09
18,165,2007-11-19
71,165,2019-10-25
73,165,2010-11-09
74,166,2003-10-29
59,166,2019-10-25
44,166,2010-11-09
31,167,2004-03-16
83,167,2007-11-19
14,167,2019-12-08
28,167,2003-10-29
85,167,2019-10-25
58,167,2010-11-09
59,168,2004-03-16
15,168,2007-11-19
31,168,2019-12-08
79,168,2003-10-29
36,168,2019-10-25
61,168,2010-11-09
54,169,2007-11-19
83,169,2019-12-08
44,169,2003-10-29
17,169,2019-10-25
66,169,2010-11-09
74,171,2019-12-08
82,171,2019-10-25
64,171,2010-11-09
52,172,2004-03-16
29,172,2007-11-19
56,172,2019-12-08
62,172,2003-10-29
8,172,2019-10-25
54,172,2010-11-09
70,173,2007-11-19
30,173,2003-10-29
32,173,2019-10-25
56,173,2010-11-09
83,174,2019-10-25
12,174,2010-11-09
14,175,2004-03-16
39,175,2007-11-19
15,175,2003-10-29
65,175,2019-10-25
29,176,2010-11-09
21,177,2019-12-08
35,177,2003-10-29
8,177,2019-10-25
23,177,2010-11-09
33,178,2007-11-19
77,178,2019-12-08
64,178,2003-10-29
21,178,2019-10-25
3,178,2010-11-09
83,179,2003-10-29
27,179,2019-10-25
80,180,2004-03-16
18,180,2019-12-08
40,180,2003-10-29
30,180,2010-11-09
40,183,2007-11-19
3,183,2019-12-08
56,183,2003-10-29
78,183,2019-10-25
11,183,2010-11-09
71,184,2019-12-08
3,184,2003-10-29
46,184,2019-10-25
32,184,2010-11-09
20,185,2007-11-19
38,185,2019-12-08
56,185,2003-10-29
23,185,2010-11-09
19,186,2019-12-08
68,186,2003-10-29
69,186,2019-10-25
6,186,2010-11-09
15,188,2007-11-19
35,188,2019-12-08
44,188,2003-10-29
47,188,2019-10-25
84,188,2010-11-09
8,189,2007-11-19
19,189,2003-10-29
23,189,2019-10-25
15,189,2010-11-09
32,190,2019-10-25
22,190,2010-11-09
12,192,2019-12-08
23,192,2019-10-25
81,192,2010-11-09
37,193,2007-11-19
32,193,2003-10-29
80,193,2019-10-25
50,193,2010-11-09
81,194,2003-10-29
8,194,2010-11-09
84,195,2003-10-29
17,195,2019-10-25
23,195,2010-11-09
70,196,2007-11-19
37,196,2019-12-08
67,196,2003-10-29
79,196,2019-10-25
5,196,2010-11-09
50,197,2019-12-08
54,197,2003-10-29
58,197,2019-10-25
12,197,2010-11-09
69,198,2007-11-19
80,198,2003-10-29
35,198,2019-10-25
51,201,2007-11-19
52,201,2019-12-08
82,201,2003-10-29
16,201,2019-10-25
3,201,2010-11-09
70,203,2019-12-08
15,203,2019-10-25
20,203,2010-11-09
2,204,2007-11-19
87,204,2019-12-08
55,204,2003-10-29
18,204,2019-10-25
19,204,2010-11-09
51,206,2019-12-08
40,206,2003-10-29
39,206,2010-11-09
69,207,2019-09-10
9,207,2007-11-19
87,207,2003-10-29
34,207,2019-10-25
85,207,2010-11-09
83,208,2019-12-08
23,208,2003-10-29
80,208,2010-11-09
67,209,2003-10-29
36,209,2010-11-09
26,213,2007-11-19
69,213,2019-12-08
22,213,2003-10-29
64,213,2019-10-25
54,213,2010-11-09
33,214,2010-11-09
44,215,2019-10-25
36,216,2007-11-19
44,216,2003-10-29
74,216,2019-10-25
52,216,2010-11-09
35,217,2019-12-08
18,217,2003-10-29
55,217,2019-10-25
26,217,2010-11-09
29,218,2003-10-29
77,218,2019-10-25
86,218,2010-11-09
54,219,2007-11-19
7,219,2019-12-08
86,219,2003-10-29
10,219,2010-11-09
12,221,2007-11-19
51,221,2019-12-08
81,221,2019-10-25
2,221,2010-11-09
68,222,2003-10-29
63,222,2019-10-25
31,222,2010-11-09
27,224,2019-10-25
72,224,2010-11-09
70,225,2004-03-16
22,225,2007-11-19
40,225,2003-10-29
37,225,2019-10-25
55,225,2010-11-09
77,226,2019-12-08
5,226,2003-10-29
32,226,2019-10-25
29,226,2010-11-09
78,227,2007-11-19
66,227,2019-12-08
55,228,2019-12-08
69,228,2003-10-29
86,228,2019-10-25
15,228,2010-11-09
87,229,2010-11-09
31,230,2019-10-25
29,231,2007-11-19
81,231,2019-12-08
9,231,2003-10-29
31,232,2019-12-08
53,232,2003-10-29
69,232,2019-10-25
17,232,2010-11-09
37,233,2007-11-19
3,233,2019-12-08
13,233,2010-11-09
28,235,2003-10-29
5,235,2019-10-25
86,235,2010-11-09
53,237,2019-10-25
62,237,2010-11-09
8,240,2019-12-08
61,240,2003-10-29
84,240,2019-10-25
46,241,2007-11-19
82,241,2019-10-25
31,243,2007-11-19
52,243,2019-12-08
87,243,2003-10-29
3,243,2019-10-25
15,243,2010-11-09
63,244,2019-12-08
31,244,2003-10-29
55,244,2019-10-25
29,244,2010-11-09
86,245,2007-11-19
42,245,2003-10-29
2,245,2019-10-25
53,245,2010-11-09
39,246,2004-03-16
59,246,2019-12-08
54,246,2003-10-29
66,246,2019-10-25
5,246,2010-11-09
72,248,2007-11-19
68,248,2019-12-08
19,248,2003-10-29
23,248,2019-10-25
64,248,2010-11-09
16,249,2003-10-29
66,249,2019-10-25
69,249,2010-11-09
57,250,2004-03-16
51,250,2007-11-19
16,250,2003-10-29
15,250,2019-10-25
15,251,2019-12-08
85,251,2003-10-29
28,251,2019-10-25
25,251,2010-11-09
68,252,2019-10-25
30,252,2010-11-09
59,253,2007-11-19
79,253,2019-12-08
30,253,2003-10-29
37,253,2019-10-25
57,253,2010-11-09
22,254,2019-10-25
17,254,2010-11-09
28,256,2019-10-25
54,256,2010-11-09
29,257,2019-12-08
65,257,2003-10-29
87,257,2019-10-25
77,257,2010-11-09
37,258,2019-12-08
59,258,2019-10-25
7,258,2010-11-09
39,259,2010-11-09
29,260,2003-10-29
71,260,2019-10-25
62,260,2010-11-09
28,263,2004-03-16
45,263,2019-12-08
39,263,2003-10-29
23,263,2019-10-25
36,263,2010-11-09
77,264,2019-12-08
3,264,2003-10-29
16,264,2019-10-25
70,264,2010-11-09
68,266,2004-03-16
9,266,2007-11-19
24,266,2019-12-08
60,266,2003-10-29
43,266,2019-10-25
74,266,2010-11-09
3,267,2007-11-19
38,267,2019-12-08
75,267,2010-11-09
21,268,2007-11-19
8,268,2019-12-08
56,268,2010-11-09
83,269,2007-11-19
7,269,2003-10-29
11,269,2019-10-25
58,269,2010-11-09
35,270,2007-11-19
55,270,2003-10-29
37,270,2019-10-25
15,270,2010-11-09
3,271,2007-11-19
28,271,2019-12-08
22,271,2019-10-25
62,272,2019-12-08
15,272,2003-10-29
11,272,2010-11-09
76,273,2019-10-25
33,273,2010-11-09
66,274,2019-12-08
19,274,2019-10-25
15,276,2019-09-10
38,276,2007-11-19
54,276,2019-12-08
26,276,2003-10-29
29,276,2010-11-09
7,277,2019-12-08
66,277,2003-10-29
24,277,2019-10-25
15,277,2010-11-09
28,278,2019-12-08
33,278,2003-10-29
11,278,2010-11-09
19,279,2019-10-25
26,280,2004-03-16
40,280,2003-10-29
87,280,2019-10-25
78,280,2010-11-09
13,281,2019-10-25
32,281,2010-11-09
19,282,2007-11-19
4,282,2019-12-08
34,282,2003-10-29
29,282,2019-10-25
31,282,2010-11-09
57,283,2004-03-16
20,283,2007-11-19
63,283,2019-12-08
11,283,2019-10-25
66,283,2010-11-09
63,284,2019-12-08
60,284,2003-10-29
22,284,2019-10-25
41,284,2010-11-09
56,285,2003-10-29
77,285,2010-11-09
78,286,2019-12-08
63,286,2003-10-29
50,286,2019-10-25
17,286,2010-11-09
64,287,2003-10-29
40,287,2010-11-09
49,288,2019-12-08
35,288,2003-10-29
59,288,2019-10-25
41,288,2010-11-09
10,289,2007-11-19
65,289,2019-12-08
42,289,2003-10-29
3,289,2019-10-25
47,290,2019-12-08
79,290,2003-10-29
65,290,2019-10-25
58,290,2010-11-09
4,293,2019-12-08
42,293,2019-10-25
15,293,2010-11-09
65,294,2019-10-25
13,294,2010-11-09
10,295,2007-11-19
43,295,2019-12-08
27,295,2003-10-29
81,295,2019-10-25
9,295,2010-11-09
69,296,2007-11-19
27,296,2019-12-08
30,296,2003-10-29
70,296,2019-10-25
71,297,2007-11-19
66,297,2019-12-08
4,297,2003-10-29
69,297,2010-11-09
48,298,2019-10-25
10,298,2010-11-09
68,299,2010-11-09
54,300,2007-11-19
7,300,2019-12-08
40,300,2003-10-29
4,300,2019-10-25
27,300,2010-11-09
4,301,2004-03-16
12,301,2019-12-08
30,301,2003-10-29
48,301,2019-10-25
55,301,2010-11-09
27,302,2007-11-19
49,302,2003-10-29
11,302,2010-11-09
21,304,2019-12-08
27,304,2003-10-29
47,304,2019-10-25
50,304,2010-11-09
48,305,2004-03-16
71,305,2007-11-19
70,305,2003-10-29
81,305,2019-10-25
74,305,2010-11-09
39,306,2019-12-08
43,306,2019-10-25
30,306,2010-11-09
69,307,2019-12-08
14,307,2019-10-25
53,307,2010-11-09
61,310,2007-11-19
72,310,2019-12-08
13,310,2003-10-29
23,310,2010-11-09
75,311,2019-12-08
45,311,2003-10-29
82,311,2019-10-25
73,311,2010-11-09
59,312,2003-10-29
14,312,2019-10-25
87,312,2010-11-09
20,313,2019-12-08
78,313,2003-10-29
75,313,2019-10-25
67,313,2010-11-09
70,315,2019-12-08
34,315,2003-10-29
42,315,2019-10-25
30,315,2010-11-09
34,316,2019-12-08
44,316,2003-10-29
45,316,2010-11-09
78,317,2019-12-08
66,317,2003-10-29
4,317,2019-10-25
11,317,2010-11-09
56,318,2019-12-08
53,318,2019-10-25
7,318,2010-11-09
19,320,2004-03-16
3,320,2019-12-08
64,320,2003-10-29
68,320,2019-10-25
46,320,2010-11-09
69,321,2003-10-29
56,321,2019-10-25
37,321,2010-11-09
36,322,2007-11-19
44,322,2019-12-08
23,322,2019-10-25
62,322,2010-11-09
63,323,2007-11-19
46,323,2019-12-08
57,323,2003-10-29
20,323,2019-10-25
59,323,2010-11-09
22,324,2004-03-16
75,324,2007-11-19
83,324,2019-12-08
5,324,2003-10-29
79,324,2019-10-25
36,324,2010-11-09
29,327,2019-10-25
51,327,2010-11-09
55,328,2019-12-08
41,328,2019-10-25
83,328,2010-11-09
52,330,2007-11-19
64,330,2019-12-08
60,330,2003-10-29
23,330,2019-10-25
85,330,2010-11-09
12,332,2019-12-08
19,332,2003-10-29
19,333,2007-11-19
10,333,2019-12-08
51,333,2003-10-29
50,333,2019-10-25
8,334,2003-10-29
70,334,2019-10-25
71,334,2010-11-09
22,335,2019-12-08
87,335,2003-10-29
43,335,2019-10-25
66,336,2019-12-08
8,336,2019-10-25
29,336,2010-11-09
65,337,2007-11-19
36,337,2003-10-29
75,337,2019-10-25
64,337,2010-11-09
45,338,2019-12-08
54,338,2019-10-25
52,338,2010-11-09
21,339,2003-10-29
18,339,2019-10-25
15,339,2010-11-09
8,340,2019-12-08
81,340,2003-10-29
46,340,2019-10-25
45,340,2010-11-09
63,341,2007-11-19
12,341,2019-12-08
23,341,2003-10-29
55,341,2019-10-25
17,341,2010-11-09
17,342,2007-11-19
80,342,2003-10-29
40,342,2019-10-25
37,342,2010-11-09
12,343,2007-11-19
26,343,2019-12-08
46,343,2003-10-29
7,343,2019-10-25
17,343,2010-11-09
48,344,2019-12-08
22,344,2019-10-25
41,344,2010-11-09
46,345,2007-11-19
64,345,2003-10-29
80,345,2019-10-25
20,348,2007-11-19
30,348,2019-10-25
25,348,2010-11-09
32,349,2010-11-09
35,351,2019-12-08
80,351,2003-10-29
66,351,2010-11-09
81,352,2007-11-19
35,352,2003-10-29
27,352,2019-10-25
58,352,2010-11-09
23,355,2010-11-09
36,356,2007-11-19
61,356,2003-10-29
26,356,2010-11-09
82,357,2003-10-29
30,357,2010-11-09
28,358,2019-12-08
50,358,2003-10-29
81,358,2019-10-25
4,358,2010-11-09
60,359,2007-11-19
42,359,2019-12-08
34,359,2019-10-25
59,359,2010-11-09
70,360,2003-10-29
20,360,2019-10-25
7,361,2019-12-08
25,361,2003-10-29
33,361,2019-10-25
35,361,2010-11-09
82,362,2003-10-29
71,362,2010-11-09
14,363,2007-11-19
62,363,2019-12-08
82,363,2003-10-29
61,363,2019-10-25
31,363,2010-11-09
4,364,2007-11-19
87,364,2019-12-08
28,364,2003-10-29
10,364,2010-11-09
45,365,2010-11-09
37,366,2007-11-19
78,366,2003-10-29
9,366,2019-10-25
40,366,2010-11-09
43,367,2019-12-08
31,367,2003-10-29
65,367,2019-10-25
58,368,2007-11-19
71,368,2019-12-08
7,368,2003-10-29
4,368,2010-11-09
31,369,2004-03-16
12,369,2007-11-19
27,369,2019-12-08
63,369,2003-10-29
86,369,2019-10-25
50,369,2010-11-09
35,370,2003-10-29
71,370,2019-10-25
20,370,2010-11-09
51,371,2019-10-25
83,371,2010-11-09
55,372,2007-11-19
67,372,2019-12-08
69,372,2003-10-29
11,372,2010-11-09
62,373,2007-11-19
64,373,2019-12-08
15,373,2019-10-25
73,373,2010-11-09
27,374,2010-11-09
2,375,2003-10-29
37,375,2019-10-25
24,376,2019-12-08
64,376,2003-10-29
57,376,2010-11-09
22,377,2019-10-25
55,377,2010-11-09
64,378,2019-12-08
28,378,2003-10-29
65,378,2019-10-25
25,379,2019-10-25
67,379,2010-11-09
20,380,2019-12-08
35,380,2019-10-25
66,380,2010-11-09
54,381,2004-03-16
6,381,2019-12-08
63,381,2003-10-29
79,381,2019-10-25
17,381,2010-11-09
86,382,2007-11-19
22,382,2019-12-08
34,382,2003-10-29
77,382,2019-10-25
59,382,2010-11-09
32,385,2019-12-08
40,385,2019-10-25
70,385,2010-11-09
65,389,2007-11-19
34,389,2003-10-29
33,389,2010-11-09
55,390,2007-11-19
22,390,2003-10-29
56,390,2019-10-25
7,390,2010-11-09
12,391,2019-12-08
52,391,2019-10-25
86,391,2010-11-09
72,392,2010-11-09
41,393,2007-11-19
20,393,2019-10-25
38,393,2010-11-09
8,394,2019-12-08
29,394,2003-10-29
47,394,2019-10-25
78,395,2019-12-08
81,395,2003-10-29
57,395,2019-10-25
6,395,2010-11-09
28,396,2007-11-19
76,396,2019-10-25
11,396,2010-11-09
70,397,2004-03-16
79,397,2019-12-08
7,397,2003-10-29
86,397,2019-10-25
52,397,2010-11-09
24,399,2007-11-19
63,399,2019-12-08
28,399,2003-10-29
16,399,2019-10-25
27,399,2010-11-09
19,400,2003-10-29
82,400,2019-10-25
41,400,2010-11-09
41,401,2007-11-19
23,401,2019-12-08
11,401,2003-10-29
78,401,2019-10-25
53,401,2010-11-09
63,402,2007-11-19
11,402,2019-12-08
27,402,2003-10-29
59,402,2019-10-25
81,402,2010-11-09
42,403,2004-03-16
31,403,2007-11-19
72,403,2019-12-08
58,403,2010-11-09
85,404,2019-10-25
75,404,2010-11-09
72,405,2019-12-08
57,405,2003-10-29
46,405,2019-10-25
2,405,2010-11-09
53,406,2007-11-19
57,406,2019-12-08
9,406,2003-10-29
43,406,2019-10-25
83,406,2010-11-09
32,407,2019-12-08
2,407,2003-10-29
80,407,2019-10-25
83,407,2010-11-09
72,408,2019-12-08
52,408,2003-10-29
26,408,2019-10-25
50,408,2010-11-09
70,409,2003-10-29
5,409,2010-11-09
62,410,2004-03-16
68,410,2007-11-19
29,410,2019-12-08
59,410,2003-10-29
12,410,2019-10-25
31,410,2010-11-09
55,411,2007-11-19
21,411,2019-12-08
54,411,2003-10-29
44,411,2019-10-25
36,412,2019-12-08
30,412,2003-10-29
66,412,2019-10-25
77,414,2004-03-16
55,414,2007-11-19
54,414,2019-12-08
60,414,2003-10-29
62,414,2019-10-25
33,414,2010-11-09
7,415,2003-10-29
86,415,2019-10-25
41,415,2010-11-09
81,416,2004-03-16
12,416,2007-11-19
8,416,2019-12-08
55,416,2003-10-29
20,416,2019-10-25
62,416,2010-11-09
14,417,2019-12-08
20,417,2003-10-29
53,417,2019-10-25
36,417,2010-11-09
28,418,2019-12-08
61,418,2003-10-29
31,418,2019-10-25
43,418,2010-11-09
16,419,2019-10-25
23,419,2010-11-09
45,420,2004-03-16
9,420,2003-10-29
43,420,2019-10-25
30,420,2010-11-09
36,421,2019-12-08
51,421,2019-10-25
59,421,2010-11-09
55,422,2019-10-25
22,423,2004-03-16
11,423,2003-10-29
38,423,2019-10-25
26,423,2010-11-09
71,424,2007-11-19
77,424,2019-12-08
46,424,2003-10-29
65,424,2019-10-25
4,424,2010-11-09
27,425,2019-12-08
57,425,2003-10-29
42,425,2019-10-25
29,425,2010-11-09
37,427,2007-11-19
27,427,2019-12-08
28,427,2003-10-29
18,427,2019-10-25
34,427,2010-11-09
44,428,2003-10-29
8,428,2019-10-25
37,429,2007-11-19
78,429,2019-12-08
60,429,2003-10-29
11,429,2019-10-25
23,429,2010-11-09
77,430,2003-10-29
2,430,2019-10-25
13,430,2010-11-09
34,431,2019-12-08
59,431,2003-10-29
14,431,2019-10-25
25,431,2010-11-09
87,432,2007-11-19
63,432,2019-12-08
42,432,2003-10-29
9,432,2019-10-25
47,432,2010-11-09
46,433,2003-10-29
62,433,2019-10-25
43,433,2010-11-09
17,434,2007-11-19
52,434,2019-12-08
81,434,2010-11-09
68,437,2007-11-19
10,437,2003-10-29
16,437,2019-10-25
46,437,2010-11-09
64,438,2004-03-16
8,438,2007-11-19
46,438,2003-10-29
28,438,2010-11-09
67,439,2004-03-16
19,439,2019-10-25
14,439,2010-11-09
24,441,2019-12-08
15,441,2003-10-29
