IdJuego,IdUsuario,ModoAdquisicion,FechaAdquisicion,Descuento,PrecioCompra
48,8,0,2020-04-26,0.3497160929995362,26.004853440948548
76,8,0,2023-12-17,0.0,9.99
1,8,0,2020-10-06,0.2581362003773774,0.0
47,8,0,2022-01-12,0.17640626719145502,32.93551337501371
81,8,0,2008-09-08,0.24064540338566986,53.14722821703696
35,8,0,2015-09-12,0.0,59.99
55,8,0,2024-05-04,0.18227987140374935,49.055030514489076
57,9,0,2020-05-06,0.6407781832768514,14.365280450758712
81,9,0,2023-02-26,0.6797850809811544,22.411842182129
20,9,0,2022-06-28,0.2535330248780776,44.78055383756413
31,9,0,2022-06-03,0.0,49.99
15,9,0,2007-04-17,0.4527806082069225,27.35549739573594
60,9,0,2022-03-10,0.01031697737911813,29.680593848400246
85,9,0,2022-07-12,0.5458855858529728,9.077747138799074
17,10,0,2022-07-22,0.5013966059218373,24.925183669967353
4,10,0,2011-04-28,0.03543081746114762,57.86450526050576
11,10,0,2022-03-01,0.4198708619565146,23.199364230358984
42,10,0,2021-08-01,0.10855777114701348,53.47761930889066
87,10,0,2018-08-22,0.0,49.99
54,10,0,2009-12-16,0.2575821106936843,44.53764917948588
71,11,0,2022-03-02,0.13090721823161977,26.064092525233722
79,11,0,2022-07-18,0.5893070004789769,24.637473041266176
4,11,0,2017-10-24,0.2953568885367873,42.27154025667813
83,11,0,2021-11-24,0.0,39.99
26,11,0,2008-06-19,0.656134448449349,20.628494437523557
76,11,0,2019-10-26,0.1339549987522488,8.651789562465035
51,11,0,2023-07-12,0.0,29.99
4,12,0,2020-11-13,0.08053988890710234,55.15841206446294
57,12,0,2018-08-02,0.06441744189312953,37.41394649869375
51,12,0,2015-05-28,0.18991199472518017,24.294539278191845
11,12,0,2021-02-13,0.27598687839755454,28.953284732881794
60,12,0,2021-03-12,0.13447248663906386,25.957170125694475
78,12,0,2021-10-10,0.3725110751574961,25.093282104451735
47,13,0,2021-11-17,0.0,39.99
20,13,0,2023-12-27,0.20018957410322136,47.980627449547754
33,13,0,2015-07-15,0.2416262221977038,30.327367374313827
73,13,0,2019-12-27,0.0,19.99
4,13,0,2022-01-03,0.436278809015426,33.8176342471646
52,13,0,2023-10-01,0.012668748952328779,29.61006421891966
74,13,0,2014-06-10,0.33730266437736334,19.874293095322873
87,13,0,2019-12-04,0.39311637631113844,30.338112348206188
28,13,0,2013-01-11,0.13216913170509115,52.06117378901158
9,14,0,2022-02-12,0.47924881313707046,31.239863699907144
38,14,0,2011-04-07,0.6436328703025668,14.251121516600355
7,14,0,2015-12-27,0.17934451998519685,24.611457845643944
30,14,0,2024-03-20,0.40042489793271757,29.97275935234345
20,14,0,2022-05-13,0.4981533040443365,30.10578329038026
81,14,0,2014-09-08,0.0,69.99
85,14,0,2017-10-22,0.4090270299515873,11.81354967126777
72,15,0,2020-07-27,0.0,39.99
67,15,0,2018-12-27,0.12383422580819758,61.322842535684245
32,15,0,2018-05-27,0.0,39.99
71,15,0,2019-10-21,0.4842646879354316,15.466902008816408
20,15,0,2014-12-24,0.5616862303037035,26.29444304408083
53,16,0,2017-12-28,0.26554999305526483,44.059655916614666
8,16,0,2014-07-18,0.05943878856948914,56.42426707371635
59,16,0,2015-03-04,0.08075220682467898,27.568241317327875
26,16,0,2020-09-04,0.3010094721461209,41.9324417659542
83,16,0,2020-11-16,0.2365685678972116,30.52962296979051
47,17,0,2019-12-11,0.3767135327440177,24.925225825566734
24,17,0,2021-12-25,0.5883601415655026,16.46147793879555
70,17,0,2014-01-03,0.0,59.99
26,17,0,2023-06-13,0.3604092333639612,38.36905009049597
73,17,0,2023-06-28,0.0,19.99
44,17,0,2009-10-31,0.36718259146675936,31.6345422525767
14,17,0,2021-07-27,0.3160572337506533,34.19029888480484
67,17,0,2016-12-21,0.1194884097901,61.627006198790895
71,17,0,2021-11-30,0.07825798704966014,27.64304296838069
1,17,0,2024-04-23,0.5127923334750912,0.0
80,18,0,2023-04-16,0.0,49.99
57,18,0,2010-04-15,0.563551715390622,17.453566901529026
10,18,0,2018-02-14,0.1645148481587566,50.12075425895619
60,18,0,2020-06-19,0.3166158234330707,20.494691455242208
64,18,0,2020-11-14,0.0,59.99
61,18,0,2023-12-17,0.13741020880644594,25.869067837894686
48,19,0,2017-11-30,0.5823351505292356,16.70241733033587
12,19,0,2020-12-16,0.11527470197522427,35.380164668010785
60,19,0,2022-11-23,0.0,29.99
52,19,0,2023-12-26,0.0,29.99
39,19,0,2018-11-14,0.00797711214165936,39.67099528545504
26,19,0,2023-10-05,0.21285288349203135,47.220955519313044
79,19,0,2023-03-29,0.46654123195144265,32.00219149523296
61,20,0,2021-02-16,0.3288295667883669,20.128401292016875
62,20,0,2013-07-09,0.189493206489192,40.517234607605296
84,20,0,2022-11-12,0.0,29.99
87,20,0,2023-10-10,0.0,49.99
79,20,0,2008-12-07,0.0,59.99
41,21,0,2021-12-27,0.0,49.99
45,21,0,2021-09-16,0.36378621182517723,31.804327270859392
69,21,0,2020-06-06,0.0,59.99
76,21,0,2019-10-17,0.3517923542115377,6.475594381426738
63,21,0,2023-05-05,0.240922154770279,37.94630148303376
80,22,0,2023-01-10,0.21192924244922173,39.39565716996341
54,22,0,2012-06-18,0.27740137992514546,43.348691218290526
69,22,0,2016-07-04,0.0,59.99
76,22,0,2023-01-20,0.27111641502380657,7.2815470139121725
46,22,0,2018-11-15,0.6794864515842134,16.022472285305174
57,22,0,2010-01-19,0.0,39.99
78,23,0,2022-11-14,0.0,39.99
26,23,0,2018-03-28,0.0,59.99
12,23,0,2012-02-18,0.0,39.99
40,23,0,2022-01-15,0.0,39.99
21,24,0,2022-09-22,0.0,59.99
40,24,0,2009-03-15,0.2779248751116472,28.875784244285228
25,24,0,2019-11-25,0.2930811639339348,28.269684254281948
27,24,0,2021-02-19,0.0,59.99
32,24,0,2012-03-22,0.16523805081212783,33.38213034802301
27,25,0,2018-02-01,0.0,59.99
67,25,0,2021-08-23,0.43429850870999653,39.59344737538734
80,25,0,2012-06-14,0.0,49.99
58,25,0,2022-01-31,0.3810996625874687,24.749824493127125
27,26,0,2023-06-28,0.2679407076049508,43.916236950779
2,26,0,2012-06-27,0.217105775361901,23.478997796896586
70,26,0,2017-07-03,0.009432602519107769,59.42413817487872
68,26,0,2020-12-30,0.1301757601102942,34.78427135318934
67,26,0,2018-04-08,0.4994063149701628,35.0365520152383
61,27,0,2021-05-06,0.0946675033295214,27.15092157514765
30,27,0,2013-08-12,0.02379416652809946,48.80052961526031
32,27,0,2018-11-14,0.0,39.99
14,27,0,2021-05-22,0.0,49.99
58,27,0,2020-01-25,0.2170418918135919,31.310494746374463
66,28,0,2020-10-29,0.06362688640313163,56.17302308467614
53,28,0,2010-11-10,0.0,59.99
6,28,0,2022-01-21,0.3136424861801361,17.152074270358398
41,28,0,2014-08-28,0.0,49.99
37,28,0,2008-06-25,0.4111255838524739,35.32657622469009
9,28,0,2022-05-13,0.05511692178364758,56.68353586219899
14,28,0,2022-09-05,0.2677790568413253,36.60372494850215
77,29,0,2019-05-16,0.0,19.99
45,29,0,2020-02-25,0.33595948978664897,33.19538510556542
76,29,0,2017-08-07,0.0,9.99
62,29,0,2020-09-28,0.27006454613859054,36.48947333853186
42,29,0,2007-04-18,0.3776320296516583,37.335854541197016
25,29,0,2022-01-07,0.0,39.99
31,29,0,2021-09-24,0.10075164908705847,44.953425062137946
1,29,0,2016-06-06,0.3989853540041749,0.0
34,29,0,2023-08-31,0.0,39.99
68,29,0,2018-04-19,0.21055073264715274,31.570076201440365
72,30,0,2018-01-11,0.7483141804397558,10.064915924214164
39,30,0,2011-06-15,0.0,39.99
16,30,0,2020-02-13,0.3832545030363862,30.831107393211056
74,30,0,2019-11-18,0.0,29.99
41,30,0,2020-08-13,0.0,49.99
71,30,0,2022-10-31,0.0,29.99
25,30,0,2022-05-13,0.12501217221250727,34.990763233221834
34,30,0,2023-08-28,0.16329772724149294,33.4597238876127
54,30,0,2010-12-03,0.089268604689894,54.63477640465326
49,31,0,2024-04-15,0.5400192627525094,18.39462968252715
74,31,0,2021-05-19,0.3842260256359372,18.467061491178242
2,31,0,2018-09-02,0.03527931214365898,28.931973428811666
12,31,0,2024-03-07,0.0,39.99
36,31,0,2007-06-21,0.3845765535132023,36.919252554743
54,31,0,2014-01-26,0.13146596231809327,52.103356920537585
52,31,0,2022-06-14,0.4793086312562502,15.615534148625056
21,31,0,2017-02-04,0.15865611362230003,50.47221974379822
34,31,0,2023-12-28,0.40068258293240117,23.966703508533275
1,31,0,2018-07-20,0.0,0.0
50,32,0,2022-03-07,0.0,29.99
63,32,0,2020-02-08,0.0,49.99
73,32,0,2020-01-12,0.3139945088437678,13.71324976821308
81,32,0,2023-08-06,0.0,69.99
11,32,0,2007-05-29,0.29647441083771064,28.133988310599953
62,33,0,2019-01-02,0.307966746267977,34.59474235406383
44,33,0,2011-11-02,0.09414815054811865,45.28353395409955
27,33,0,2020-07-20,0.518059314503378,28.91162172294235
60,33,0,2023-04-19,0.6003879394040639,11.984365697272123
39,33,0,2013-06-02,0.5992261528002274,16.026946149518906
68,33,0,2023-09-18,0.2258376446932686,30.95875258871619
86,33,0,2019-08-04,0.34563198170060927,19.624496868798726
78,33,0,2022-09-15,0.36571230201220584,25.36516504253189
84,34,0,2024-02-12,0.05420184660483679,28.364486620320942
29,34,0,2014-06-06,0.27033425813556333,36.47599043580319
55,34,0,2023-09-16,0.09589690991396471,54.237144374261256
63,34,0,2022-04-27,0.04392922561585322,47.7939780114635
47,34,0,2009-01-11,0.4168957847456328,23.318337568022145
85,35,0,2022-07-09,0.15741900655037755,16.84319405905795
53,35,0,2023-10-23,0.11689161199831777,52.97767219622092
40,35,0,2024-03-15,0.17292696068717472,33.07465084211989
2,35,0,2021-01-25,0.6741682186235527,9.771695123479654
52,35,0,2005-08-07,0.0967438887063416,27.088650777696813
48,35,0,2014-02-13,0.1423621853479401,34.29693620793588
13,35,0,2019-04-07,0.0,39.99
38,36,0,2022-07-11,0.0,39.99
12,36,0,2023-05-24,0.0,39.99
22,36,0,2012-10-27,0.0,59.99
31,36,0,2024-04-15,0.05602375845847868,47.18937231466066
58,36,0,2024-03-24,0.692147507372767,12.31102118016305
67,37,0,2018-02-21,0.072757614631214,64.89769455196132
30,37,0,2019-12-26,0.0,49.99
25,37,0,2015-03-15,0.4055423840069675,23.77236006356137
36,37,0,2020-07-26,0.09021431160623478,54.57804344674197
9,38,0,2022-04-15,0.0,59.99
83,38,0,2010-01-24,0.0,39.99
7,38,0,2013-04-14,0.15522019044320223,25.334946488608363
17,38,0,2022-07-10,0.44333852709299,27.827507030621433
84,38,0,2017-05-18,0.2172914434076706,23.473429612203958
6,38,0,2020-06-09,0.29102387495021986,17.717313364994006
10,39,0,2022-01-23,0.0035296183885934473,59.77825819286828
27,39,0,2013-08-08,0.22176603059556743,46.68625582457191
3,39,0,2014-09-28,0.12522231270564832,34.98235971490112
15,39,0,2022-01-18,0.043343317610731735,47.82326755263952
62,39,0,2022-04-20,0.2445618851669702,37.76435136050316
23,39,0,2023-11-22,0.3638003522734618,25.441623912584262
50,39,0,2020-03-25,0.0,29.99
7,39,0,2006-11-25,0.0,29.99
55,39,0,2021-07-12,0.0,59.99
6,39,0,2023-11-12,0.1205849464588703,21.97658218799283
54,40,0,2022-11-02,0.34276582705535025,39.427478034949544
5,40,0,2018-03-09,0.569239666141838,8.610899073824658
21,40,0,2022-02-26,0.08664545084752029,54.79213940365726
49,40,0,2021-03-17,0.0,39.99
15,40,0,2015-04-17,0.0,49.99
61,40,0,2015-04-28,0.18598420814349337,24.412333597776634
48,40,0,2023-01-17,0.0,39.99
56,40,0,2017-09-19,0.0,39.99
68,40,0,2023-06-28,0.6994297831177417,12.019802973121509
32,40,0,2011-04-10,0.11880344405994547,35.23905027204278
39,41,0,2021-11-25,0.06159398143678296,37.52685668234305
45,41,0,2010-03-31,0.10089764230676723,44.94612686108471
61,41,0,2017-06-29,0.3162947988040463,20.50431898386665
34,41,0,2022-08-30,0.12684828159733064,34.917337218922746
4,41,0,2013-01-04,0.0,59.99
74,41,0,2022-05-06,0.0,29.99
10,42,0,2021-03-13,0.3750825075689561,37.48880037093832
26,42,0,2019-06-11,0.0,59.99
24,42,0,2017-01-10,0.23185171092096246,30.718250080270714
37,42,0,2022-03-17,0.13330500445236815,51.99303278290244
71,42,0,2005-08-08,0.3396252325564579,19.804639275631825
76,42,0,2022-10-21,0.5979538536413469,4.016441002122945
72,43,0,2022-09-21,0.43239596240846606,22.69848546328544
24,43,0,2011-07-21,0.0,39.99
61,43,0,2019-05-17,0.11509755441558256,26.538224343076678
73,43,0,2023-06-05,0.0,19.99
86,43,0,2023-11-06,0.0,29.99
30,43,0,2016-12-21,0.0,49.99
63,43,0,2021-02-03,0.5496483621625126,22.513078375495997
36,43,0,2022-10-18,0.06377885959526625,56.163906212879986
77,43,0,2019-11-13,0.4456266018711677,11.081924228595359
46,43,0,2015-03-09,0.17827319328045843,41.078123067909885
48,44,0,2022-09-10,0.3662005970931704,25.34563812224412
11,44,0,2019-05-04,0.08983901755217938,36.39733768808835
1,44,0,2014-10-12,0.18922446483188637,0.0
32,44,0,2021-02-13,0.15636006539817837,33.73716098472685
64,44,0,2016-07-29,0.23293828562620156,46.01603224528417
86,44,0,2013-01-26,0.23066188954022349,23.072449932688695
5,44,0,2022-03-02,0.11554462360652795,17.680262974105506
71,44,0,2020-11-07,0.2717448860612016,21.84037086702456
81,44,0,2024-03-20,0.2507292701736489,52.44145838054631
51,45,0,2019-09-16,0.696620285206603,9.098357646653975
48,45,0,2019-02-06,0.0,39.99
11,45,0,2016-06-14,0.28617923831950676,28.545692259602927
57,45,0,2023-08-13,0.0,39.99
6,45,0,2014-06-09,0.5656723965627477,10.853846809896934
53,45,0,2022-09-14,0.16215878457203003,50.26209451352392
87,45,0,2019-06-27,0.47331849421648237,26.328808474118052
3,46,0,2022-04-05,0.17055813642576467,33.16938012433367
26,46,0,2016-08-15,0.15683207968911106,50.581643539450226
31,46,0,2017-12-31,0.11189739470670002,44.39624923861207
84,46,0,2022-10-03,0.18934010621106057,24.31169021473029
52,46,0,2013-06-26,0.12927122082719178,26.113156087392518
20,46,0,2015-09-02,0.10915344927206261,53.44188457816897
25,47,0,2018-07-06,0.0,39.99
16,47,0,2009-05-31,0.40291761495525086,29.84814842838701
65,47,0,2020-03-08,0.5613521644990501,26.314483651701984
38,47,0,2024-01-02,0.15262334154135215,33.88659257176133
30,47,0,2007-11-30,0.08595170215281861,45.6932744093806
86,47,0,2022-03-06,0.30366399196861715,20.88311688086117
62,48,0,2024-03-08,0.23778238114496475,38.103258766563215
82,48,0,2022-06-07,0.0,59.99
68,48,0,2023-09-27,0.29579277860260444,28.16124678368185
46,48,0,2020-04-04,0.3906971420548026,30.459049868680417
79,48,0,2018-06-24,0.42391726261661766,34.559203415629106
54,49,0,2021-02-25,0.24193513236056408,45.476311409689764
67,49,0,2022-07-03,0.33747271424314174,46.370284730122506
30,49,0,2018-12-01,0.19490855559272002,40.24652130591993
74,49,0,2020-05-14,0.10218394892892535,26.925503371621527
76,49,0,2020-07-17,0.14063625239683542,8.585043838555615
64,49,0,2005-01-05,0.4764033508949462,31.410562979812184
72,50,0,2020-10-25,0.3627378777192945,25.484112270005415
29,50,0,2019-07-09,0.4592784105912216,27.030672254544836
8,50,0,2021-08-06,0.40294592580383204,35.81727391102812
25,50,0,2020-08-21,0.15816293026948502,33.66506441852329
56,50,0,2012-07-24,0.2411152218596514,30.347802277832542
77,50,0,2012-07-18,0.246684141924971,15.058784002919829
50,50,0,2009-01-10,0.3700592207682771,18.891923969159368
49,51,0,2020-01-21,0.17768175924805818,32.884506447670155
52,51,0,2011-12-10,0.0,29.99
84,51,0,2013-07-09,0.0,29.99
75,51,0,2023-04-28,0.15917001819247723,16.808191336332378
3,51,0,2023-09-03,0.044116046994719216,38.22579928068118
13,51,0,2024-04-08,0.0,39.99
73,51,0,2014-03-28,0.0,19.99
11,52,0,2017-11-25,0.348466832201722,26.054811380253142
48,52,0,2022-09-28,0.22661655740137365,30.927603869519068
73,52,0,2014-09-13,0.7323329825647404,5.350663678530839
66,52,0,2022-09-01,0.31758084578828644,40.9383250611607
65,52,0,2006-07-08,0.0,59.99
85,52,0,2010-01-11,0.12093911602797236,17.57242707060083
76,52,0,2023-12-29,0.5153182510520549,4.841970671989972
50,52,0,2022-09-06,0.0367210332821894,28.888736211867137
15,52,0,2015-07-10,0.2239132652633551,38.79657586948488
2,53,0,2023-02-26,0.3858523145406441,18.418289086926084
56,53,0,2015-09-02,0.05901538053143357,37.629974932547974
53,53,0,2017-01-12,0.49458346660456254,30.319937838392296
41,53,0,2005-03-18,0.3362645616922072,33.18013456100656
3,53,0,2023-08-16,0.6373887551210827,14.500823682707903
24,53,0,2021-12-01,0.1268399123319902,34.91767190584371
72,54,0,2017-10-14,0.07790353549568435,36.87463761552759
62,54,0,2015-03-08,0.05973775930270686,47.00370941245769
65,54,0,2015-01-06,0.49981065611332093,30.006358739761883
29,54,0,2020-12-20,0.5628635573291684,21.852450769114874
17,54,0,2005-12-25,0.61313894231924,19.339184273461193
69,54,0,2023-08-01,0.6618743006674569,20.284160702959262
50,54,0,2021-06-06,0.610772389585403,11.672936036333763
4,55,0,2024-04-12,0.2506771086587606,44.95188025156095
46,55,0,2023-01-06,0.337271547718275,33.12979532956343
83,55,0,2015-07-25,0.0,39.99
29,55,0,2023-06-03,0.11263186431081573,44.35953310310232
34,55,0,2015-03-06,0.0,39.99
31,56,0,2020-11-08,0.1885545770564535,40.56415669294789
87,56,0,2018-09-30,0.28854492799487985,35.56563904953596
24,56,0,2020-11-07,0.0731436402712966,37.06498582555085
44,56,0,2022-06-06,0.24896265220683245,37.54435701618045
9,56,0,2008-12-07,0.48655318508394313,30.801674426814255
75,56,0,2022-07-11,0.0,19.99
29,57,0,2021-11-24,0.5470682014976531,22.642060607132322
84,57,0,2009-01-14,0.1905820614407483,24.274443977391957
13,57,0,2020-09-20,0.12663051102770506,34.92604586400208
17,57,0,2021-07-27,0.0,49.99
41,57,0,2014-12-22,0.0,49.99
10,57,0,2020-08-23,0.6550242196480042,20.69509706331623
55,58,0,2019-11-01,0.035609759865736335,57.85377050565448
20,58,0,2017-08-22,0.6123720706163438,23.253799483725537
67,58,0,2016-10-02,0.0,69.99
24,58,0,2024-02-26,0.009989259477866386,39.59052951348013
57,59,0,2021-10-19,0.0,39.99
56,59,0,2009-06-16,0.4711520518916525,21.148629444852816
1,59,0,2013-01-11,0.06731435140320413,0.0
31,59,0,2023-10-25,0.13149972556848755,43.41632871883131
70,59,0,2024-03-22,0.14929866983923046,51.033572796344565
59,59,0,2016-03-26,0.38847966177489923,18.33949494337077
21,60,0,2024-04-15,0.17192938213721154,49.67595636558868
55,60,0,2012-06-02,0.3470707137380069,39.169227882856966
87,60,0,2022-09-13,0.24280743433052587,37.85205635781701
7,60,0,2021-11-09,0.1301476311613491,26.086872541471138
86,60,0,2008-01-24,0.5627554010416872,13.1129655227598
65,60,0,2019-08-08,0.2857628321253043,42.847087700802994
77,60,0,2022-02-20,0.2051609320638419,15.888832968043799
72,61,0,2018-12-12,0.3549688036484578,25.794797542098177
35,61,0,2015-04-12,0.3491898962444937,39.04209812429282
42,61,0,2017-05-13,0.4646261260641354,32.11707869741252
45,61,0,2024-01-17,0.2665091418278087,36.66720800002784
5,61,0,2018-04-09,0.06131969048898067,18.764219387125276
48,61,0,2020-11-16,0.2578067653995746,29.680307451671013
34,61,0,2021-06-22,0.6442754969500222,14.225422876968613
47,62,0,2023-06-15,0.04185368475225887,38.316271146757174
34,62,0,2009-01-24,0.04130550370365904,38.338192906890676
33,62,0,2021-11-23,0.2293882837621709,30.816762532350786
30,62,0,2022-09-04,0.39231233458206854,30.378306394242397
54,62,0,2012-12-01,0.4490595434611745,33.050917987764144
50,62,0,2020-03-23,0.18474293199888325,24.44955946935349
60,63,0,2022-11-05,0.35062764687147724,19.474676870324394
65,63,0,2016-12-26,0.29757917087696906,42.13822553909063
24,63,0,2014-07-21,0.0,39.99
36,63,0,2024-02-09,0.08862603508183697,54.6733241554406
81,63,0,2015-03-26,0.47637173014089934,36.64874260743845
80,64,0,2023-06-06,0.26065080971097476,36.960066022548375
55,64,0,2008-12-15,0.17484742209244752,49.50090314867408
67,64,0,2024-02-22,0.3050359905393999,48.6405310221474
47,64,0,2022-02-18,0.0,39.99
6,64,0,2019-02-25,0.0,24.99
43,65,0,2022-05-03,0.15122457404972078,50.918037802757254
86,65,0,2021-04-06,0.37752453911655476,18.668039071894523
70,65,0,2019-12-09,0.02939850731740884,58.22638354602865
79,65,0,2023-12-03,0.3723703301502956,37.65150389428376
29,65,0,2010-07-05,0.4343492256129617,28.276882211608044
65,66,0,2017-09-02,0.03308259768150301,58.00537496508664
32,66,0,2019-06-23,0.5952733406440006,16.185019107646415
60,66,0,2021-01-06,0.08428405797682809,27.462321101274927
29,66,0,2023-03-17,0.20602574750703695,39.69077288212323
80,66,0,2014-09-22,0.21196861096074737,39.39368913807224
2,66,0,2022-06-04,0.13970283887596846,25.800311862109705
66,66,0,2020-10-20,0.0,59.99
75,66,0,2008-01-12,0.5916530939507112,8.162854651925283
25,66,0,2022-08-01,0.0,39.99
25,67,0,2018-10-30,0.0,39.99
43,67,0,2012-11-11,0.13962517514767503,51.61388574289098
31,67,0,2019-02-09,0.224436753623231,38.770406686374685
6,67,0,2021-07-08,0.25618115361101557,18.58803297126072
45,67,0,2014-04-29,0.0,49.99
73,67,0,2019-04-03,0.3883521223511372,12.226841074200765
66,67,0,2021-05-15,0.0,59.99
42,67,0,2019-05-23,0.6624706329016862,20.248386732227846
22,67,0,2022-01-04,0.12932553606006092,52.231761091756944
10,67,0,2018-08-08,0.46432562678368483,32.135105649246746
72,68,0,2024-02-11,0.10165062660602786,35.92499144202495
13,68,0,2009-04-22,0.0,39.99
8,68,0,2015-08-27,0.3728841158383051,37.62068189086008
60,68,0,2021-10-05,0.19039517305235254,24.280048760159946
59,68,0,2016-03-25,0.06956199778299138,27.90383568648809
17,68,0,2022-07-11,0.44917344481020166,27.53581949393802
73,68,0,2017-12-04,0.5667938022580994,8.659791892860593
79,69,0,2018-07-25,0.11563480700553552,53.05306792773793
17,69,0,2013-12-04,0.2809645254796884,35.944583371270376
58,69,0,2016-04-23,0.25451446321650706,29.811966615971883
56,69,0,2019-10-11,0.7075308075897333,11.695843004486566
61,69,0,2022-05-15,0.16862975311420114,24.932793704105105
49,69,0,2023-05-22,0.26062340250343785,29.56767013388752
33,70,0,2018-10-05,0.06708533364211039,37.307257507652004
53,70,0,2017-03-31,0.45356177740861675,32.78082897325709
28,70,0,2016-10-06,0.39141774288685016,36.50884960421786
26,70,0,2022-03-21,0.43987103791314774,33.60213643559027
51,70,0,2013-02-13,0.25482141843192596,22.34790566122654
25,70,0,2022-01-24,0.0,39.99
56,70,0,2023-06-10,0.7544149526766437,9.820946042461019
86,70,0,2022-09-06,0.28831058726270853,21.34356548799137
57,71,0,2021-08-03,0.0,39.99
63,71,0,2014-09-15,0.3379417183047898,33.096293501943556
45,71,0,2019-05-19,0.25565109707839206,37.21000165705118
66,71,0,2019-09-10,0.15845441830691553,50.484319445768136
3,71,0,2008-05-01,0.3890083920318539,24.433554402646163
51,71,0,2022-06-15,0.5319183713323643,14.037768043742394
33,72,0,2018-07-24,0.10459387333748371,35.80729100523403
40,72,0,2015-07-13,0.18627782619967248,32.5407497302751
78,72,0,2019-10-30,0.0,39.99
27,72,0,2020-07-04,0.28365662247189016,42.97343921791131
83,72,0,2018-12-26,0.21209970256597355,31.50813289438672
72,73,0,2021-11-30,0.0,39.99
80,73,0,2014-05-30,0.48129147798876276,25.930239015341755
18,73,0,2012-01-29,0.0,49.99
28,73,0,2020-09-12,0.22091525693991199,46.737293736174685
59,73,0,2016-03-25,0.3957036632773288,18.12284713831291
73,73,0,2004-10-02,0.0,19.99
77,73,0,2017-07-22,0.21122798067793846,15.767552666248008
39,74,0,2020-05-21,0.33934788616716743,26.419478032174972
24,74,0,2020-08-12,0.14981601546087087,33.99885754171977
44,74,0,2015-06-10,0.5688529928350359,21.55303888817656
7,74,0,2020-12-02,0.0,29.99
71,74,0,2019-02-02,0.21960837184266324,23.403944928438527
73,74,0,2022-07-26,0.0,19.99
65,74,0,2015-05-25,0.17574353672611354,49.44714523180045
47,75,0,2018-07-08,0.030224151297447877,38.78133618961506
45,75,0,2018-04-06,0.02985961778092816,48.4973177071314
11,75,0,2012-12-09,0.09850730225828058,36.050692982691366
50,75,0,2022-09-20,0.0,29.99
51,75,0,2011-02-10,0.10536471923153201,26.830112070246354
46,75,0,2023-02-23,0.5935479123724999,20.318539860498728
87,76,0,2017-12-03,0.13788415602829118,43.097171040145724
6,76,0,2015-07-05,0.6885414296631155,7.783349672718743
2,76,0,2013-10-04,0.0,29.99
29,76,0,2024-03-18,0.0,49.99
